"species","scientificname","valid_name","status","rank","class","order","family","genus"
"Callorhinchus callorynchus","Callorhinchus callorynchus","Callorhinchus callorynchus","accepted","Species","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus"
"Callorhinchus milii","Callorhinchus milii","Callorhinchus milii","accepted","Species","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus"
"Callorhinchus capensis","Callorhinchus capensis","Callorhinchus capensis","accepted","Species","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus"
"Neoharriotta pinnata","Neoharriotta pinnata","Neoharriotta pinnata","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Neoharriotta"
"Neoharriotta pumila","Neoharriotta pumila","Neoharriotta pumila","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Neoharriotta"
"Neoharriotta carri","Neoharriotta carri","Neoharriotta carri","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Neoharriotta"
"Harriotta raleighana","Harriotta raleighana","Harriotta raleighana","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Harriotta"
"Harriotta haeckeli","Harriotta haeckeli","Harriotta raleighana","unaccepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Harriotta"
"Rhinochimaera pacifica","Rhinochimaera pacifica","Rhinochimaera pacifica","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera"
"Rhinochimaera africana","Rhinochimaera africana","Rhinochimaera africana","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera"
"Rhinochimaera atlantica","Rhinochimaera atlantica","Rhinochimaera atlantica","accepted","Species","Holocephali","Chimaeriformes","Rhinochimaeridae","Rhinochimaera"
"Hydrolagus mitsukurii","Hydrolagus mitsukurii","Hydrolagus mitsukurii","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus africanus","Hydrolagus africanus","Hydrolagus africanus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus matallanasi","Hydrolagus matallanasi","Hydrolagus matallanasi","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus pallidus","Hydrolagus pallidus","Hydrolagus pallidus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus alberti","Hydrolagus alberti","Hydrolagus alberti","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus alphus","Hydrolagus alphus","Hydrolagus alphus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera bahamaensis","Chimaera bahamaensis","Chimaera bahamaensis","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera jordani","Chimaera jordani","Chimaera jordani","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera cubana","Chimaera cubana","Chimaera cubana","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera phantasma","Chimaera phantasma","Chimaera phantasma","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus lemures","Hydrolagus lemures","Chimaera ogilbyi","unaccepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus ogilbyi","Hydrolagus ogilbyi","Chimaera ogilbyi","unaccepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera owstoni","Chimaera owstoni","Chimaera owstoni","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus melanophasma","Hydrolagus melanophasma","Hydrolagus melanophasma","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus macrophthalmus","Hydrolagus macrophthalmus","Hydrolagus macrophthalmus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus purpurescens","Hydrolagus purpurescens","Hydrolagus purpurescens","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus marmoratus","Hydrolagus marmoratus","Hydrolagus marmoratus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus trolli","Hydrolagus trolli","Hydrolagus trolli","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus affinis","Hydrolagus affinis","Hydrolagus affinis","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus mirabilis","Hydrolagus mirabilis","Hydrolagus mirabilis","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","Hydrolagus novaezealandiae","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera macrospina","Chimaera macrospina","Chimaera macrospina","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera monstrosa","Chimaera monstrosa","Chimaera monstrosa","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera fulva","Chimaera fulva","Chimaera fulva","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus lusitanicus","Hydrolagus lusitanicus","Hydrolagus lusitanicus","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera opalescens","Chimaera opalescens","Chimaera opalescens","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera lignaria","Chimaera lignaria","Chimaera lignaria","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Chimaera notafricana","Chimaera notafricana","Chimaera notafricana","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus mccoskeri","Hydrolagus mccoskeri","Hydrolagus mccoskeri","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera panthera","Chimaera panthera","Chimaera panthera","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus bemisi","Hydrolagus bemisi","Hydrolagus bemisi","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera obscura","Chimaera obscura","Chimaera obscura","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus deani","Hydrolagus deani","Hydrolagus deani","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus barbouri","Hydrolagus barbouri","Hydrolagus barbouri","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Chimaera argiloba","Chimaera argiloba","Chimaera argiloba","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Chimaera"
"Hydrolagus colliei","Hydrolagus colliei","Hydrolagus colliei","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus homonycteris","Hydrolagus homonycteris","Hydrolagus homonycteris","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Hydrolagus eidolon","Hydrolagus eidolon","Hydrolagus eidolon","accepted","Species","Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus"
"Sinobatis borneensis","Sinobatis borneensis","Sinobatis borneensis","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Sinobatis"
"Sinobatis filicauda","Sinobatis filicauda","Sinobatis filicauda","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Sinobatis"
"Sinobatis bulbicauda","Sinobatis bulbicauda","Sinobatis bulbicauda","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Sinobatis"
"Sinobatis melanosoma","Sinobatis melanosoma","Sinobatis melanosoma","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Sinobatis"
"Sinobatis caerulea","Sinobatis caerulea","Sinobatis caerulea","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Sinobatis"
"Irolita waitii","Irolita waitii","Irolita waitii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Irolita"
"Irolita westraliensis","Irolita westraliensis","Irolita westraliensis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Irolita"
"Brochiraja vittacauda","Brochiraja vittacauda","Brochiraja vittacauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja heuresa","Brochiraja heuresa","Brochiraja heuresa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja aenigma","Brochiraja aenigma","Brochiraja aenigma","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja microspinifera","Brochiraja microspinifera","Brochiraja microspinifera","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja asperula","Brochiraja asperula","Brochiraja asperula","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja spinifera","Brochiraja spinifera","Brochiraja spinifera","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja leviveneta","Brochiraja leviveneta","Brochiraja leviveneta","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Brochiraja albilabiata","Brochiraja albilabiata","Brochiraja albilabiata","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Brochiraja"
"Pavoraja alleni","Pavoraja alleni","Pavoraja alleni","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Pavoraja umbrosa","Pavoraja umbrosa","Pavoraja umbrosa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Pavoraja mosaica","Pavoraja mosaica","Pavoraja mosaica","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Pavoraja pseudonitida","Pavoraja pseudonitida","Pavoraja pseudonitida","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Pavoraja nitida","Pavoraja nitida","Pavoraja nitida","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Pavoraja arenaria","Pavoraja arenaria","Pavoraja arenaria","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pavoraja"
"Notoraja sticta","Notoraja sticta","Notoraja sticta","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja longiventralis","Notoraja longiventralis","Notoraja longiventralis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja inusitata","Notoraja inusitata","Notoraja inusitata","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja tobitukai","Notoraja tobitukai","Notoraja tobitukai","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja lira","Notoraja lira","Notoraja lira","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja alisae","Notoraja alisae","Notoraja alisae","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja azurea","Notoraja azurea","Notoraja azurea","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja ochroderma","Notoraja ochroderma","Notoraja ochroderma","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja sapphira","Notoraja sapphira","Notoraja sapphira","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja hirticauda","Notoraja hirticauda","Notoraja hirticauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Notoraja fijiensis","Notoraja fijiensis","Notoraja fijiensis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Notoraja"
"Insentiraja subtilispinosa","Insentiraja subtilispinosa","Insentiraja subtilispinosa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Insentiraja"
"Insentiraja laxipella","Insentiraja laxipella","Insentiraja laxipella","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Insentiraja"
"Rioraja agassizii","Rioraja agassizii","Rioraja agassizii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rioraja"
"Atlantoraja castelnaui","Atlantoraja castelnaui","Atlantoraja castelnaui","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Atlantoraja"
"Atlantoraja platana","Atlantoraja platana","Atlantoraja platana","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Atlantoraja"
"Atlantoraja cyclophora","Atlantoraja cyclophora","Atlantoraja cyclophora","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Atlantoraja"
"Bathyraja andriashevi","Bathyraja andriashevi","Bathyraja andriashevi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja simoterus","Bathyraja simoterus","Arctoraja simoterus","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja tzinovskii","Bathyraja tzinovskii","Bathyraja tzinovskii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja notoroensis","Bathyraja notoroensis","Bathyraja notoroensis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja scaphiops","Bathyraja scaphiops","Bathyraja scaphiops","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja brachyurops","Bathyraja brachyurops","Bathyraja brachyurops","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja diplotaenia","Bathyraja diplotaenia","Bathyraja diplotaenia","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja panthera","Bathyraja panthera","Bathyraja panthera","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja magellanica","Rhinoraja magellanica","Bathyraja magellanica","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja griseocauda","Bathyraja griseocauda","Bathyraja griseocauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja kincaidii","Bathyraja kincaidii","Bathyraja kincaidii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja violacea","Bathyraja violacea","Bathyraja violacea","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja mariposa","Bathyraja mariposa","Bathyraja mariposa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja aguja","Bathyraja aguja","Bathyraja aguja","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja matsubarai","Bathyraja matsubarai","Bathyraja matsubarai","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja taranetzi","Rhinoraja taranetzi","Bathyraja taranetzi","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja tunae","Bathyraja tunae","Bathyraja tunae","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja peruana","Bathyraja peruana","Bathyraja peruana","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja minispinosa","Bathyraja minispinosa","Bathyraja minispinosa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja longicauda","Bathyraja longicauda","Bathyraja longicauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja fedorovi","Bathyraja fedorovi","Bathyraja fedorovi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja cousseauae","Bathyraja cousseauae","Bathyraja cousseauae","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja pallida","Bathyraja pallida","Bathyraja pallida","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja murrayi","Rhinoraja murrayi","Bathyraja murrayi","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja irrasa","Bathyraja irrasa","Bathyraja irrasa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja papilionifera","Bathyraja papilionifera","Bathyraja papilionifera","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja meridionalis","Bathyraja meridionalis","Bathyraja meridionalis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja parmifera","Bathyraja parmifera","Arctoraja parmifera","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja odai","Rhinoraja odai","Rhinoraja odai","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja smirnovi","Bathyraja smirnovi","Bathyraja smirnovi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja shuntovi","Bathyraja shuntovi","Bathyraja shuntovi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja schroederi","Bathyraja schroederi","Bathyraja schroederi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja albomaculata","Rhinoraja albomaculata","Bathyraja albomaculata","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Rhinoraja macloviana","Rhinoraja macloviana","Bathyraja macloviana","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja ishiharai","Bathyraja ishiharai","Bathyraja ishiharai","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja spinosissima","Bathyraja spinosissima","Bathyraja spinosissima","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja longicauda","Rhinoraja longicauda","Rhinoraja longicauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Rhinoraja multispinis","Rhinoraja multispinis","Bathyraja multispinis","unaccepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja maculata","Bathyraja maculata","Bathyraja maculata","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja lindbergi","Bathyraja lindbergi","Bathyraja lindbergi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja abyssicola","Bathyraja abyssicola","Bathyraja abyssicola","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja trachura","Bathyraja trachura","Bathyraja trachura","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja isotrachys","Bathyraja isotrachys","Bathyraja isotrachys","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja aleutica","Bathyraja aleutica","Bathyraja aleutica","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja eatonii","Bathyraja eatonii","Bathyraja eatonii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja spinicauda","Bathyraja spinicauda","Bathyraja spinicauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja microtrachys","Bathyraja microtrachys","Bathyraja microtrachys","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja maccaini","Bathyraja maccaini","Bathyraja maccaini","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Rhinoraja kujiensis","Rhinoraja kujiensis","Rhinoraja kujiensis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Rhinoraja"
"Bathyraja bergi","Bathyraja bergi","Bathyraja bergi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja hesperafricana","Bathyraja hesperafricana","Bathyraja hesperafricana","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja richardsoni","Bathyraja richardsoni","Bathyraja richardsoni","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja smithii","Bathyraja smithii","Bathyraja smithii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja leucomelanos","Bathyraja leucomelanos","Bathyraja leucomelanos","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Bathyraja trachouros","Bathyraja trachouros","Bathyraja trachouros","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja"
"Sympterygia acuta","Sympterygia acuta","Sympterygia acuta","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Sympterygia"
"Sympterygia lima","Sympterygia lima","Sympterygia lima","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Sympterygia"
"Sympterygia bonapartii","Sympterygia bonapartii","Sympterygia bonapartii","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Sympterygia"
"Sympterygia brevicaudata","Sympterygia brevicaudata","Sympterygia brevicaudata","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Sympterygia"
"Psammobatis rutrum","Psammobatis rutrum","Psammobatis rutrum","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis parvacauda","Psammobatis parvacauda","Psammobatis parvacauda","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis extenta","Psammobatis extenta","Psammobatis extenta","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis scobina","Psammobatis scobina","Psammobatis scobina","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis bergi","Psammobatis bergi","Psammobatis bergi","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis rudis","Psammobatis rudis","Psammobatis rudis","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis normani","Psammobatis normani","Psammobatis normani","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Psammobatis lentiginosa","Psammobatis lentiginosa","Psammobatis lentiginosa","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Psammobatis"
"Arhynchobatis asperrimus","Arhynchobatis asperrimus","Arhynchobatis asperrimus","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Arhynchobatis"
"Pseudoraja fischeri","Pseudoraja fischeri","Pseudoraja fischeri","accepted","Species","Elasmobranchii","Rajiformes","Arhynchobatidae","Pseudoraja"
"Cruriraja parcomaculata","Cruriraja parcomaculata","Cruriraja parcomaculata","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja poeyi","Cruriraja poeyi","Cruriraja poeyi","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja rugosa","Cruriraja rugosa","Cruriraja rugosa","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja atlantis","Cruriraja atlantis","Cruriraja atlantis","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja durbanensis","Cruriraja durbanensis","Cruriraja durbanensis","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja hulleyi","Cruriraja hulleyi","Cruriraja hulleyi","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Anacanthobatis longirostris","Anacanthobatis longirostris","Springeria longirostris","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis folirostris","Anacanthobatis folirostris","Springeria folirostris","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis nanhaiensis","Anacanthobatis nanhaiensis","Anacanthobatis nanhaiensis","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis marmoratus","Anacanthobatis marmoratus","Anacanthobatis marmorata","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis donghaiensis","Anacanthobatis donghaiensis","Anacanthobatis donghaiensis","accepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis ori","Anacanthobatis ori","Indobatis ori","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis americanus","Anacanthobatis americanus","Schroederobatis americana","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Anacanthobatis stenosoma","Anacanthobatis stenosoma","Sinobatis stenosoma","unaccepted","Species","Elasmobranchii","Rajiformes","Anacanthobatidae","Anacanthobatis"
"Cruriraja cadenati","Cruriraja cadenati","Cruriraja cadenati","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Cruriraja andamanica","Cruriraja andamanica","Cruriraja andamanica","accepted","Species","Elasmobranchii","Rajiformes","Gurgesiellidae","Cruriraja"
"Raja texana","Raja texana","Rostroraja texana","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja cervigoni","Raja cervigoni","Rostroraja cervigoni","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja rouxi","Raja rouxi","Raja rouxi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja herwigi","Raja herwigi","Raja herwigi","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja undulata","Raja undulata","Raja undulata","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja equatorialis","Raja equatorialis","Rostroraja equatorialis","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja miraletus","Raja miraletus","Raja miraletus","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja asterias","Raja asterias","Raja asterias","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja atriventralis","Raja atriventralis","Okamejei kenojei","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja africana","Raja africana","Urogymnus asperrimus","unaccepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja straeleni","Raja straeleni","Raja straeleni","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja cortezensis","Raja cortezensis","Caliraja cortezensis","superseded combination","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja polystigma","Raja polystigma","Raja polystigma","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja maderensis","Raja maderensis","Raja maderensis","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
"Raja radula","Raja radula","Raja radula","accepted","Species","Elasmobranchii","Rajiformes","Rajidae","Raja"
